PLZ;Stadt;Lat;Lon;LatMax;LatMin;LonMax;LonMin;Filename
6317;Seegebiet Mansfelder Land, Germany;514.608.293;116.713.282;515.706.629;51.422.948;11.781.087;11.551.419;06317.json
6333;Hettstedt, Germany;516.441.297;11.509.236;516.685.176;516.100.442;115.696.179;114.730.763;06333.json
6343;Mansfeld, Germany;515.981.877;114.586.877;5.164.333;51.544.826;11.517.266;11.214.517;06343.json
6347;Gerbstedt, Germany;516.333.504;116.250.267;516.636.468;515.781.572;117.644.641;115.104.616;06347.json
6366;Köthen, Germany;517.397.951;119.707.612;517.897.641;51.713.335;120.189.418;11.933.733;06366.json
6369;Libehna, Germany;51.713.486;120.183.022;517.932.189;516.417.779;121.775.711;118.439.041;06369.json
6385;Aken (Elbe), Germany;51.839.326;120.438.973;51.879.355;51.796.903;121.440.399;11.950.375;06385.json
6386;Osternienburger Land, Germany;51.8;12.016.667;518.068.997;517.930.993;120.326.744;120.006.596;06386.json
6388;Gröbzig, Germany;516.814.113;118.753.915;517.311.302;51.656.196;119.375.233;11.838.677;06388.json
6406;Bernburg, Germany;517.804.998;11.781.959;51.843.884;5.172.597;118.714.811;116.804.451;06406.json
6408;Ilberstedt, Germany;518.019.786;116.685.635;518.330.631;517.176.569;118.779.574;11.639.344;06408.json
6420;Könnern, Germany;516.751.631;117.662.138;51.742.045;51.618.602;11.865.609;116.035.501;06420.json
6425;Plötzkau, Germany;516.994.757;116.705.847;517.673.229;516.555.379;11.731.099;11.581.352;06425.json
6429;Nienburg, Germany;518.362.645;117.660.574;51.881.326;517.960.838;118.826.207;11.658.302;06429.json
6449;Giersleben, Germany;517.793.089;114.729.835;51.910.726;51.690.102;116.243.361;113.082.129;06449.json
6456;Sandersleben, Germany;516.768.353;11.566.991;517.015.416;516.481.196;116.128.751;115.437.992;06456.json
6458;Hedersleben, Germany;518.571.473;112.530.508;51.892.068;518.399.458;113.106.174;112.277.745;06458.json
6463;Ermsleben,  Falkenstein/Harz, Germany;5.173.308;1.133.572;517.418.666;517.251.142;113.591.903;113.209.184;06463.json
6464;Seeland, Germany;517.948.047;113.696.239;518.134.159;51.770.345;11.412.999;113.321.689;06464.json
6466;Gatersleben, Germany;518.235.672;112.866.114;51.832.718;51.797.651;11.353.929;11.234.268;06466.json
6467;Seeland, Germany;517.841.822;113.140.665;51.806.631;517.575.069;11.347.319;112.584.221;06467.json
6469;Seeland, Germany;518.018.546;113.349.007;51.822.567;51.794.311;113.955.529;113.160.949;06469.json
6484;Quedlinburg, Germany;518.120.745;111.357.179;51.860.822;51.740.913;112.554.151;110.107;06484.json
6485;Gernrode, Germany;516.976.097;111.039.905;517.452.483;516.722.943;111.641.926;110.544.037;06485.json
6493;Ballenstedt, Germany;517.203.214;112.383.073;517.997.072;516.648.307;112.914.682;111.378.104;06493.json
6502;Thale, Germany;517.474.415;110.413.686;518.381.538;516.530.853;111.149.987;108.866.185;06502.json
6526;Sangerhausen, Germany;514.976.997;112.981.903;51.589.904;51.429.612;11.382.164;110.804.271;06526.json
6528;Blankenheim, Germany;515.069.134;114.284.057;515.266.755;514.800.065;114.668.054;113.950.557;06528.json
6536;Berga, Germany;5.146.302;110.695.127;51.633.805;514.316.404;111.829.249;109.105.181;06536.json
6537;Kelbra, Germany;514.376.859;110.932.775;514.611.516;5.140.176;111.765.855;109.778.497;06537.json
6542;Allstedt, Germany;514.042.192;113.881.832;514.300.227;513.398.263;114.516.071;113.507.265;06542.json
6543;Wippra, Sangerhausen, Germany;515.704.652;112.754.636;515.796.583;515.665.903;112.853.704;112.592.569;06543.json
6556;Artern, Germany;513.673.649;112.954.854;514.007.626;513.419.308;113.373.391;112.376.677;06556.json
6567;Bad Frankenhausen/Kyffhäuser, Germany;513.563.251;111.108.943;514.136.061;513.109.409;112.064.899;110.540.651;06567.json
6571;Wiehe, Germany;512.886.317;113.711.456;51.337.762;5.123.655;114.754.861;11.284.068;06571.json
6577;Heldrungen, Germany;513.008.106;112.175.261;513.259.114;512.789.501;113.064.852;111.778.612;06577.json
6578;Kannawurf, Germany;512.923.697;111.138.654;513.458.489;512.537;112.178.501;11.029.646;06578.json
6618;Crölpa-Löbschütz, Germany;511.050.239;118.277.849;51.228.933;51.042.641;11.921.266;11.716.401;06618.json
6628;Bad Kösen, Germany;51.135.957;117.244.371;511.429.578;511.289.551;117.404.445;117.084.297;06628.json
6632;Freyburg, Germany;512.124.025;117.699.694;512.504.407;511.806.416;118.564.932;116.936.225;06632.json
6636;Laucha an der Unstrut, Germany;512.175.708;116.589.562;512.647.579;51.188.947;11.730.805;11.598.802;06636.json
6638;Karsdorf, Germany;512.719.833;116.560.651;51.305.961;512.463.989;11.681.168;115.957.409;06638.json
6642;Nebra (Unstrut), Germany;512.844.475;115.779.416;512.985.277;512.507.658;116.069.373;115.183.588;06642.json
6647;Bad Bibra, Germany;512.082.841;115.858.075;512.613.994;51.174.379;116.484.418;115.184.911;06647.json
6648;Eckartsberga, Germany;511.207.459;11.555.558;511.564.346;511.023.554;116.109.554;114.626.749;06648.json
6667;Weißenfels, Germany;511.972.771;119.689.146;512.352.238;511.792.036;120.374.718;119.156.959;06667.json
6679;Hohenmölsen, Germany;511.563.786;120.998.513;512.052.946;511.139.633;122.133.646;120.157.252;06679.json
6682;Teuchern, Germany;511.230.516;120.267.026;511.669.014;510.820.364;121.080.666;118.823.632;06682.json
6686;Sössen, Germany;512.555.944;121.409.692;51.279.071;511.660.978;122.046.641;11.999.018;06686.json
6688;Großkorbetha, Germany;512.609.919;12.026.499;512.888.711;51.225.941;120.747.061;11.975.259;06688.json
6711;Theißen, Germany;5.108.538;121.062;511.056.859;510.709.902;121.233.198;120.869.369;06711.json
6712;Zeitz, Germany;510.184.289;121.518.573;510.913.246;509.451.278;122.627.741;12.008.215;06712.json
6721;Osterfeld, Germany;510.801.472;11.929.795;511.003.786;510.581.837;119.648.463;119.126.656;06721.json
6722;Wetterzeube, Germany;510.067.869;120.129.097;510.334.951;509.884.603;120.620.124;119.683.225;06722.json
6729;Tröglitz,  Elsteraue, Germany;510.590.131;121.817.254;510.657.065;510.500.461;121.974.097;121.704.621;06729.json
6749;Bitterfeld, Bitterfeld-Wolfen, Germany;516.265.334;123.133.061;516.452.427;51.604.336;123.517.052;122.795.358;06749.json
6766;Wolfen, Bitterfeld-Wolfen, Germany;516.629.152;122.698.908;516.918.208;516.396.102;122.865.623;122.381.297;06766.json
6772;Zschornewitz, Gräfenhainichen, Germany;517.161.702;123.999.794;517.458.321;51.694.052;124.435.734;12.368.997;06772.json
6773;, Germany;517.288.165;124.549.326;5.182.887;516.589.399;12.620.713;12.339.263;06773.json
6774;Muldestausee, Germany;516.585.033;124.290.069;51.659.661;516.567.145;124.319.252;124.263.249;06774.json
6779;Raguhn, Germany;517.094.279;122.681.424;517.258.554;516.915.175;123.639.565;122.249.964;06779.json
6780;Zörbig, Germany;516.281.275;121.195.606;517.158.979;515.762.111;122.241.879;120.069.663;06780.json
6785;Oranienbaum-Wörlitz, Germany;51.798.169;124.046.194;518.849.533;517.744.719;125.328.115;122.846.006;06785.json
6792;Sandersdorf,  Sandersdorf-Brehna, Germany;516.273.637;122.664.165;516.330.785;516.176.463;122.823.281;122.508.112;06792.json
6794;Zscherndorf, Sandersdorf-Brehna, Germany;516.156.633;122.759.704;51.619.213;516.051.497;122.849.404;122.615.977;06794.json
6796;Brehna,  Sandersdorf-Brehna, Germany;515.559.949;122.087.874;51.565.094;515.436.196;122.272.122;121.904.755;06796.json
6800;Altjeßnitz, Germany;516.867.172;123.244.636;51.705.002;51.657.174;123.898.131;122.769.561;06800.json
6803;Bitterfeld-Wolfen, Germany;516.503;122.896.174;516.654.079;51.632.991;123.285.509;12.252.851;06803.json
6808;Holzweißig,  Bitterfeld-Wolfen, Germany;516.013.438;123.102.127;516.096.441;515.940.234;123.178.287;122.976.211;06808.json
6809;Roitzsch,  Sandersdorf-Brehna, Germany;515.766.582;12.265.929;515.836.697;515.663.117;122.768.746;122.521.234;06809.json
6842;Dessau-Roßlau, Germany;518.180.517;122.418.011;51.833.801;517.331.239;123.478.381;122.160.479;06842.json
6844;Dessau-Roßlau, Germany;518.595.265;122.608.019;518.810.081;51.819.588;123.236.035;122.278.661;06844.json
6846;Dessau-Roßlau, Germany;518.450.213;12.194.834;518.783.889;518.154.671;122.390.041;12.132.429;06846.json
6847;Dessau-Roßlau, Germany;518.040.542;121.766.264;51.837.403;51.757.406;122.425.218;121.108.769;06847.json
6849;Dessau-Roßlau, Germany;517.994.406;122.537.713;5.181.725;51.781.233;12.281.992;122.333.639;06849.json
6861;Dessau-Roßlau, Germany;518.958.962;122.016.793;51.935.493;51.875.757;12.245.286;12.155.033;06861.json
6862;Thießen, Germany;519.240.181;122.598.622;52.044.965;51.857.318;124.243.291;121.004.049;06862.json
6868;, Germany;519.939.398;124.109.632;52.041.162;519.421.888;125.013.671;122.786.846;06868.json
6869;Thießen, Germany;519.381.058;124.305.467;520.084.561;51.846.912;12.604.022;123.053.799;06869.json
6886;Wittenberg, Germany;518.669.396;125.926.233;51.908.212;518.270.701;127.332.598;124.805.059;06886.json
6888;Wittenberg, Germany;518.461.779;126.354.711;518.580.521;5.179.189;127.761.439;125.381.109;06888.json
6889;Reinsdorf,  Lutherstadt Wittenberg, Germany;518.939.829;126.031.956;518.987.875;518.873.372;126.124.106;125.928.999;06889.json
6895;Kropstädt, Germany;518.945.794;128.306.253;51.967.566;518.077.561;12.910.335;127.094.695;06895.json
6901;Kemberg, Germany;517.845.531;126.593.912;518.446.531;51.685.161;12.824.488;12.417.061;06901.json
6905;Bad Schmiedeberg, Germany;516.904.785;127.353.461;517.745.721;516.179.118;128.445.301;12.618.579;06905.json
6917;, Germany;518.346.387;129.829.937;519.393.451;51.704.891;131.795.969;127.764.479;06917.json
6925;, Germany;517.307.201;130.443.907;51.779.495;51.636.997;13.180.582;128.295.299;06925.json
7318;Saalfeld, Germany;506.351.912;113.594.746;506.811.929;50.596.151;114.255.601;11.292.284;07318.json
7330;Probstzella, Germany;505.297.658;113.827.995;506.147.741;504.997.861;1.148.351;11.274.075;07330.json
7333;Unterwellenborn, Germany;506.549.783;114.381.075;507.108.359;506.138.111;115.184.131;113.548.871;07333.json
7334;Kamsdorf, Germany;506.301.522;114.634.486;506.533.479;50.607.338;114.980.091;114.176.981;07334.json
7338;Leutenberg, Germany;505.641.698;114.541.587;506.042.402;505.231.458;115.558.689;113.844.599;07338.json
7343;Wurzbach, Germany;504.626.239;115.372.014;50.524.975;50.374.358;115.914.041;114.778.261;07343.json
7349;Lehesten Thür Wald, Germany;504.578.272;114.557.681;50.513.374;50.420.737;114.983.809;114.153.801;07349.json
7356;Bad Lobenstein, Germany;504.415.546;116.181.353;504.939.251;50.406.359;117.334.079;1.154.886;07356.json
7366;Blankenstein, Germany;504.047.504;116.951.129;504.086.316;503.935.246;117.059.982;116.743.253;07366.json
7368;Ebersdorf, 07929 Saalburg-Ebersdorf, Germany;504.851.185;11.666.463;504.949.798;504.792.886;116.755.416;116.488.692;07368.json
7381;Pößneck, Germany;506.968.663;115.968.389;507.336.194;506.760.757;116.336.057;115.372.466;07381.json
7387;Krölpa, Germany;506.772.616;115.400.467;507.430.759;50.619.722;1.156.677;114.602.629;07387.json
7389;Ranis, Germany;506.620.018;115.676.106;506.832.372;506.424.162;116.003.707;115.417.894;07389.json
7407;Rudolstadt, Germany;507.182.972;113.336.548;507.470.554;506.682.959;113.779.547;112.138.055;07407.json
7422;Bad Blankenburg, Germany;506.823.516;112.705.981;507.129.754;506.373.931;113.129.231;111.830.434;07422.json
7426;Königsee, Germany;506.619.782;111.003.734;506.932.133;506.338.899;11.157.064;110.094.974;07426.json
7427;Schwarzburg, Germany;506.454.044;112.013.617;50.668.144;506.195.939;112.560.841;111.466.651;07427.json
7429;Sitzendorf, Germany;506.296.753;111.653.435;506.392.562;506.196.897;111.956.348;11.151.387;07429.json
7545;Gera, Germany;508.805.212;120.805.073;50.894.225;508.628.208;1.209.543;120.724.011;07545.json
7546;Gera, Germany;508.809.611;121.069.788;50.913.158;50.862;121.396.731;120.544.949;07546.json
7548;Crimla, Germany;508.030.199;120.451.666;508.064.383;50.794.987;120.626.919;12.030.905;07548.json
7549;Gera, Germany;508.445.459;120.625.793;50.856.049;508.185.759;120.784.559;12.026.261;07549.json
7551;Lobensteiner Str., 07549 Gera, Germany;508.484.457;120.589.314;508.497.946.803;508.470.967.197;120.602.803.803;120.575.824.197;07551.json
7552;Platz der Jugend 1,  Gera, Germany;5.092.507;120.596.501;509.264.189.803;509.237.210.197;120.609.990.803;120.583.011.197;07552.json
7554;Schlöpitzer Weg 2, 04626 Altkirchen, Germany;509.491.846;123.780.111;509.505.335.803;509.478.356.197;123.793.600.803;123.766.621.197;07554.json
7557;Crimla, Germany;508.030.199;120.451.666;508.064.383;50.794.987;120.626.919;12.030.905;07557.json
7570;Weida, Germany;507.753.192;120.560.529;508.059.245;507.470.048;120.880.206;120.097.926;07570.json
7580;Ronneburg, Germany;508.638.659;121.843.001;508.806.426;508.292.999;122.214.592;121.359.402;07580.json
7586;Bad Köstritz, Germany;509.307.183;120.076.316;509.486.841;509.082.956;12.048.613;119.485.652;07586.json
7589;Münchenbernsdorf, Germany;508.205.448;11.929.981;508.526.947;508.052.493;119.876.107;11.899.926;07589.json
7607;Eisenberg, Germany;509.686.064;118.926.466;509.892.661;509.341.255;119.329.038;118.465.721;07607.json
7613;Crossen an der Elster, Germany;509.779.548;119.823.368;50.993.148;509.623.211;120.208.795;119.531.985;07613.json
7616;Petersberg, Germany;509.390.093;117.502.775;50.999.026;50.908.945;11.879.147;11.691.519;07616.json
7619;Mertendorf, Germany;510.416.695;118.218.135;510.573.199;509.685.991;11.910.039;1.173.678;07619.json
7629;Hermsdorf, Germany;508.961.276;118.567.193;509.091.664;508.710.948;118.837.349;118.341.349;07629.json
7639;Bad Klosterlausnitz, Germany;509.222.429;118.704.091;509.516.729;508.917.209;119.527.661;11.809.938;07639.json
7646;Stadtroda, Germany;508.586.311;117.301.447;508.824.848;508.389.724;117.933.176;116.809.716;07646.json
7743;Jena, Germany;509.638.975;116.024.872;509.766.621;50.922.563;116.349.499;115.300.591;07743.json
7745;Jena, Germany;509.044.763;115.632.868;509.328.189;50.870.477;116.029.971;115.041.979;07745.json
7747;Jena, Germany;508.869.979;116.159.945;5.090.312;50.875.179;11.640.981;115.944.951;07747.json
7749;Jena, Germany;509.342.352;116.071.518;509.558.039;508.957.441;11.648.829;115.853.541;07749.json
7751;Dorfstraße 1, 99631 Weißensee, Germany;512.199.593;111.166.874;512.213.082.803;512.186.103.197;111.180.363.803;111.153.384.197;07751.json
7768;Kahla, Germany;50.800.241;115.837.085;508.257.686;507.872.646;116.114.234;115.590.519;07768.json
7774;Camburg, Germany;510.549.791;117.049.405;510.877.994;510.333.097;117.534.883;116.680.188;07774.json
7778;Dorndorf-Steudnitz, 07774 Saaleplatte, Germany;510.086.963;116.833.907;510.354.143;50.987.925;117.194.845;11.661.695;07778.json
7806;Neustadt an der Orla, Germany;507.367.065;117.538.634;507.738.893;506.974.111;117.954.887;116.838.607;07806.json
7819;Triptis, Germany;50.733.333;Nov 85;507.403.947;507.262.702;118.660.074;118.339.926;07819.json
7907;Schleiz, Germany;505.761.665;118.090.005;506.065.803;505.154.833;119.442.097;116.941.574;07907.json
7919;Mühltroff, Germany;505.394.658;119.289.489;50.617.745;50.502.722;119.663.799;118.719.839;07919.json
7922;Tanna, Germany;504.940.249;118.627.586;505.430.846;504.494.373;119.644.334;117.314.903;07922.json
7924;Ziegenrück, Germany;506.083.002;116.509.304;506.296.353;505.896.994;116.832.162;116.329.905;07924.json
7926;Gefell, Germany;50.439.414;118.617.977;50.473.062;504.001.139;119.279.019;117.238.101;07926.json
7927;Hirschberg, Germany;504.059.405;118.185.404;50.446.274;50.389.822;11.876.998;11.748.913;07927.json
7929;Saalburg,  Saalburg-Ebersdorf, Germany;50.502.794;117.313.922;50.506.257;504.993.465;117.398.845;117.228.095;07929.json
7937;Zeulenroda-Triebes, Germany;506.292.435;120.391.162;50.681.039;505.492.341;12.160.568;118.809.419;07937.json
7950;Zeulenroda-Triebes, Germany;506.953.645;120.106.199;50.737.528;5.065.631;12.085.227;119.215.829;07950.json
7952;Pausa-Mühltroff, Germany;505.918.585;119.943.259;50.635.124;50.542.856;1.203.647;119.337.901;07952.json
7955;Auma-Weidatal, Germany;507.067.322;119.010.897;50.747.654;506.592.879;119.439.139;118.669.359;07955.json
7957;Langenwetzendorf, Germany;506.794.867;120.940.219;507.111.451;506.222.531;12.167.234;120.273.889;07957.json
7958;Hohenleuben, Germany;50.710.912;120.531.849;50.729.562;50.688.117;120.847.339;12.030.439;07958.json
7973;Greiz, Germany;50.655.071;121.936.306;506.944.991;50.611.731;122.808.131;121.221.511;07973.json
7980;Berga, Germany;50.744.301;121.467.408;507.972.249;506.812.351;122.205.959;120.696.579;07980.json
7985;Elsterberg, Germany;506.095.624;121.702.369;506.415.549;505.804.869;122.217.921;121.118.289;07985.json
7987;Mohlsdorf-Teichwolframsdorf, Germany;506.966.979;122.479.252;507.572.912;50.644.369;123.222.177;121.526.037;07987.json
